Order_ID,Order_Date,Year,Month,Quarter,Season,Customer_ID,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Shipping_Cost
ORD-000938,11/13/2023,2023,11,Q4,Fall,CUST-01031,Female,Regular,Europe,UK,Beauty & Health,Supplements,Whey Protein 2kg,54.82,2,0,22.75
ORD-000939,7/28/2023,2023,7,Q3,Summer,CUST-01501,Female,Regular,Europe,Italy,Electronics,Tablets,Lenovo Tab P12,744.18,2,0.05,34.08
ORD-000940,10/29/2022,2022,10,Q4,Fall,CUST-07195,Male,Regular,Europe,UK,Electronics,Laptops,Dell XPS 15,1100.2,2,0.3,7.82
ORD-000941,10/11/2023,2023,10,Q4,Fall,CUST-06364,Female,Regular,Asia,Japan,Books & Media,Software,Photo Editing Suite,114.82,5,0.5,86.77
ORD-000942,9/2/2023,2023,9,Q3,Fall,CUST-03608,Female,New,Asia,India,Electronics,Smartphones,iPhone 14,744.53,4,0,2.1
ORD-000943,5/4/2022,2022,5,Q2,Spring,CUST-02558,Male,New,Middle East,Jordan,Books & Media,Software,Antivirus Pro,123.68,2,0.25,77.3
ORD-000944,4/28/2021,2021,4,Q2,Spring,CUST-07044,Female,Premium,Asia,South Korea,Home & Kitchen,Furniture,TV Stand,537.59,1,0.15,5.62
ORD-000945,11/8/2023,2023,11,Q4,Fall,CUST-04205,Female,Regular,Europe,Germany,Home & Kitchen,Furniture,Bookshelf 5-Tier,287.7,10,0,26.51
ORD-000946,1/20/2022,2022,1,Q1,Winter,CUST-05088,Female,Premium,Middle East,Saudi Arabia,Clothing,Men's Wear,Hoodie Sweatshirt,56.18,2,0.1,34.6
ORD-000947,1/8/2024,2024,1,Q1,Winter,CUST-07583,Male,Premium,Asia,Singapore,Beauty & Health,Skincare,Sunscreen SPF50,86.92,1,0,57.07
ORD-000948,6/30/2023,2023,6,Q2,Summer,CUST-03794,Female,Regular,Asia,Singapore,Home & Kitchen,Kitchen Tools,Knife Block Set,60.71,3,0.1,13.99
ORD-000949,8/17/2023,2023,8,Q3,Summer,CUST-07445,Female,New,Middle East,Saudi Arabia,Beauty & Health,Skincare,Vitamin C Serum,45.77,1,0.2,81.69
ORD-000950,12/30/2022,2022,12,Q4,Winter,CUST-05002,Female,Regular,Europe,Spain,Home & Kitchen,Kitchen Tools,Knife Block Set,136.75,4,0.15,44.4
ORD-000951,6/29/2023,2023,6,Q2,Summer,CUST-07368,Male,Regular,Asia,Singapore,Electronics,Tablets,Samsung Galaxy Tab S9,742.43,1,0,53.35
ORD-000952,12/6/2023,2023,12,Q4,Winter,CUST-03621,Female,Premium,Middle East,Kuwait,Home & Kitchen,Appliances,Microwave Oven,96.58,1,0.5,6.5
ORD-000953,11/23/2023,2023,11,Q4,Fall,CUST-03313,Male,Premium,Middle East,UAE,Clothing,Footwear,Adidas Ultraboost,193.66,1,0.4,35.71
ORD-000954,7/20/2024,2024,7,Q3,Summer,CUST-04659,Female,New,Asia,India,Home & Kitchen,Furniture,Bookshelf 5-Tier,154.91,2,0,73.25
ORD-000955,11/30/2022,2022,11,Q4,Fall,CUST-01138,Male,Regular,Asia,Japan,Beauty & Health,Supplements,Whey Protein 2kg,75.9,1,0.25,37.59
ORD-000956,11/7/2022,2022,11,Q4,Fall,CUST-06272,Female,Premium,Asia,Japan,Books & Media,Software,Antivirus Pro,52.6,5,0.2,3.42
ORD-000957,11/12/2024,2024,11,Q4,Fall,CUST-01752,Female,Premium,North America,Mexico,Electronics,Smartphones,Samsung Galaxy S23,747.01,2,0,48.2
ORD-000958,3/30/2023,2023,3,Q1,Spring,CUST-07671,Male,VIP,Asia,South Korea,Beauty & Health,Supplements,Whey Protein 2kg,47.01,3,0.3,36.44
ORD-000959,4/5/2024,2024,4,Q2,Spring,CUST-02794,Male,Regular,North America,Mexico,Home & Kitchen,Appliances,Coffee Maker,45.26,2,0.5,34.36
ORD-000960,2/4/2023,2023,2,Q1,Winter,CUST-05505,Male,Regular,North America,Mexico,Books & Media,Software,Antivirus Pro,109.13,2,0.5,74.61
ORD-000961,10/16/2023,2023,10,Q4,Fall,CUST-04253,Male,Regular,North America,Mexico,Electronics,Laptops,Dell XPS 15,1707.2,1,0,75.46
ORD-000962,8/20/2023,2023,8,Q3,Summer,CUST-03132,Female,Regular,Europe,Spain,Books & Media,Software,Antivirus Pro,147.94,2,0.3,66.72
ORD-000963,1/3/2024,2024,1,Q1,Winter,CUST-07591,Male,Regular,Asia,China,Beauty & Health,Skincare,Retinol Night Cream,58.27,1,0.5,23.38
ORD-000964,7/26/2023,2023,7,Q3,Summer,CUST-02776,Male,Regular,North America,Mexico,Home & Kitchen,Kitchen Tools,Knife Block Set,134.7,2,0.1,37.01
ORD-000965,9/6/2023,2023,9,Q3,Fall,CUST-05594,Female,Regular,Asia,South Korea,Clothing,Women's Wear,High-Waist Jeans,83.95,1,0.2,47.62
ORD-000966,7/20/2023,2023,7,Q3,Summer,CUST-01796,Male,Premium,North America,Canada,Electronics,Smartphones,iPhone 14,857.35,2,0,5.05
ORD-000967,7/4/2023,2023,7,Q3,Summer,CUST-04743,Male,Regular,Middle East,UAE,Clothing,Women's Wear,Blouse Top,28.05,3,0.2,9.53
ORD-000968,10/2/2023,2023,10,Q4,Fall,CUST-01518,Male,Regular,Asia,Singapore,Electronics,Tablets,Samsung Galaxy Tab S9,163.63,4,0,63.5
ORD-000969,9/27/2022,2022,9,Q3,Fall,CUST-06815,Female,VIP,North America,Mexico,Beauty & Health,Skincare,Vitamin C Serum,49.79,4,0.25,14.85
ORD-000970,5/13/2023,2023,5,Q2,Spring,CUST-07487,Male,Regular,North America,Mexico,Electronics,Headphones,AirPods Pro,112.19,1,0.25,6.47
ORD-000971,10/23/2021,2021,10,Q4,Fall,CUST-03840,Female,Regular,Middle East,Kuwait,Electronics,Headphones,Samsung Galaxy Buds,317.25,1,0.3,29.62
ORD-000972,12/26/2023,2023,12,Q4,Winter,CUST-01708,Female,Regular,Asia,Singapore,Home & Kitchen,Furniture,Bedside Table,479,3,0,4.88
ORD-000973,12/29/2023,2023,12,Q4,Winter,CUST-06183,Male,New,Middle East,Kuwait,Beauty & Health,Supplements,Collagen Peptides,71.02,2,0,37.96
ORD-000974,3/22/2023,2023,3,Q1,Spring,CUST-07059,Male,Premium,North America,Mexico,Beauty & Health,Skincare,Retinol Night Cream,80.46,1,0.3,8.82
ORD-000975,12/1/2022,2022,12,Q4,Winter,CUST-02849,Female,Regular,Asia,China,Home & Kitchen,Kitchen Tools,Cutting Board Set,89.04,2,0.2,87.49
ORD-000976,12/30/2021,2021,12,Q4,Winter,CUST-05439,Male,Regular,Middle East,Saudi Arabia,Electronics,Smartphones,OnePlus 11,429.92,1,0,4.42
ORD-000977,8/3/2023,2023,8,Q3,Summer,CUST-06419,Female,Regular,Middle East,Jordan,Electronics,Headphones,Sony WH-1000XM5,102.48,3,0.5,11.33
ORD-000978,11/28/2024,2024,11,Q4,Fall,CUST-05095,Female,Premium,Asia,Singapore,Home & Kitchen,Furniture,TV Stand,274.96,7,0.1,15.19
ORD-000979,9/7/2023,2023,9,Q3,Fall,CUST-07218,Male,VIP,Middle East,Jordan,Beauty & Health,Supplements,Collagen Peptides,65.04,2,0.2,10.7
ORD-000980,9/2/2023,2023,9,Q3,Fall,CUST-01281,Female,Regular,Asia,South Korea,Electronics,Smartphones,Samsung Galaxy S23,951.85,4,0.5,62.07
ORD-000981,2/25/2022,2022,2,Q1,Winter,CUST-04794,Female,New,North America,Mexico,Clothing,Footwear,Vans Old Skool,64.24,2,0.5,2.55
ORD-000982,2/14/2024,2024,2,Q1,Winter,CUST-04495,Male,Regular,Asia,Japan,Electronics,Headphones,JBL Tune 760NC,71.18,2,0.3,21.19
ORD-000983,7/13/2023,2023,7,Q3,Summer,CUST-03785,Female,Regular,Europe,Italy,Clothing,Women's Wear,Maxi Skirt,50.87,2,0.2,9.53
ORD-000984,6/9/2022,2022,6,Q2,Summer,CUST-01168,Female,New,Asia,South Korea,Electronics,Smartphones,Samsung Galaxy S23,425.28,2,0.4,89.72
ORD-000985,12/8/2022,2022,12,Q4,Winter,CUST-02126,Male,Regular,North America,Canada,Beauty & Health,Skincare,Sunscreen SPF50,44.9,1,0.2,73.73
ORD-000986,7/9/2021,2021,7,Q3,Summer,CUST-02519,Female,Regular,Middle East,Jordan,Books & Media,Books,The Psychology of Money,23.38,5,0.3,19.56
ORD-000987,10/1/2022,2022,10,Q4,Fall,CUST-05797,Male,Regular,North America,Mexico,Clothing,Men's Wear,Slim Fit Jeans,46.54,2,0.2,6.69
ORD-000988,10/30/2022,2022,10,Q4,Fall,CUST-05530,Male,Regular,Asia,South Korea,Home & Kitchen,Appliances,Microwave Oven,246.33,7,0.05,22.97
ORD-000989,9/15/2022,2022,9,Q3,Fall,CUST-04329,Male,Premium,Europe,Italy,Books & Media,Books,Atomic Habits,24.33,2,0,96.88
ORD-000990,3/20/2024,2024,3,Q1,Spring,CUST-04330,Male,Regular,Europe,Germany,Beauty & Health,Skincare,Moisturizing Cream,63.73,5,0.15,6.92
ORD-000991,6/11/2022,2022,6,Q2,Summer,CUST-04027,Female,Premium,North America,Mexico,Home & Kitchen,Furniture,Office Chair,305.03,4,0,43.19
ORD-000992,4/7/2023,2023,4,Q2,Spring,CUST-04844,Female,Regular,Asia,Singapore,Home & Kitchen,Furniture,Study Desk,394.75,2,0.1,5.09
ORD-000993,3/23/2022,2022,3,Q1,Spring,CUST-03564,Female,Regular,Middle East,Egypt,Home & Kitchen,Kitchen Tools,Storage Container Set,98.21,1,0,79.72
ORD-000994,11/9/2023,2023,11,Q4,Fall,CUST-07294,Male,Regular,Middle East,Egypt,Home & Kitchen,Furniture,Bookshelf 5-Tier,509.38,2,0.3,7.36
ORD-000995,3/19/2023,2023,3,Q1,Spring,CUST-05899,Female,Regular,Europe,UK,Home & Kitchen,Kitchen Tools,Storage Container Set,89.64,3,0.05,81.93
ORD-000996,12/9/2023,2023,12,Q4,Winter,CUST-03068,Male,Premium,Asia,Singapore,Home & Kitchen,Appliances,Microwave Oven,160.77,1,0.1,57.32
ORD-000997,8/13/2023,2023,8,Q3,Summer,CUST-02631,Female,Regular,Asia,Singapore,Beauty & Health,Skincare,Vitamin C Serum,25.11,1,0.1,75.56
ORD-000998,11/28/2023,2023,11,Q4,Fall,CUST-01336,Male,Regular,Europe,UK,Beauty & Health,Skincare,Retinol Night Cream,44.97,3,0.15,88.01
ORD-000999,7/17/2024,2024,7,Q3,Summer,CUST-06114,Female,Regular,North America,Mexico,Books & Media,Software,Microsoft Office 365,200.29,1,0.5,5.15
ORD-001000,10/19/2021,2021,10,Q4,Fall,CUST-03594,Male,Regular,Middle East,Saudi Arabia,Clothing,Men's Wear,Chino Pants,78.38,1,0.1,20.69
ORD-001001,9/17/2022,2022,9,Q3,Fall,CUST-02810,Male,VIP,Middle East,Jordan,Clothing,Footwear,Converse Chuck Taylor,52.62,1,0,6.44
ORD-001002,4/30/2024,2024,4,Q2,Spring,CUST-01822,Male,Premium,Asia,Singapore,Clothing,Men's Wear,Formal Shirt,26.28,1,0.05,5.57
ORD-001003,9/30/2022,2022,9,Q3,Fall,CUST-03804,Female,Regular,Middle East,Saudi Arabia,Beauty & Health,Skincare,Retinol Night Cream,78.05,4,0.2,5.49
ORD-001004,3/31/2023,2023,3,Q1,Spring,CUST-02696,Male,Premium,North America,Mexico,Books & Media,Software,VPN Premium 1Y,159.51,4,0.15,3.35
ORD-001005,11/9/2021,2021,11,Q4,Fall,CUST-04704,Male,Premium,Asia,India,Home & Kitchen,Appliances,Blender Pro,272.58,2,0.2,39.36
ORD-001006,8/12/2021,2021,8,Q3,Summer,CUST-04003,Female,VIP,North America,Canada,Home & Kitchen,Furniture,Office Chair,335.3,1,0.25,67.41
ORD-001007,4/30/2024,2024,4,Q2,Spring,CUST-06792,Male,Regular,Asia,Japan,Clothing,Footwear,Converse Chuck Taylor,139.87,1,0.05,16.41
ORD-001008,6/11/2023,2023,6,Q2,Summer,CUST-02876,Female,Regular,Middle East,Saudi Arabia,Electronics,Headphones,Sony WH-1000XM5,213.84,2,0.1,4.23
ORD-001009,12/21/2022,2022,12,Q4,Winter,CUST-02935,Male,Regular,Europe,France,Electronics,Laptops,MacBook Air M2,1779.79,6,0.4,9.54
ORD-001010,6/30/2021,2021,6,Q2,Summer,CUST-05371,Male,Regular,Asia,Singapore,Electronics,Smartphones,Xiaomi 13,1035.56,3,0,86.16
ORD-001011,7/31/2024,2024,7,Q3,Summer,CUST-02277,Male,Regular,North America,Canada,Home & Kitchen,Appliances,Blender Pro,168.58,2,0,25.01
ORD-001012,6/13/2024,2024,6,Q2,Summer,CUST-01549,Female,Regular,North America,Mexico,Home & Kitchen,Kitchen Tools,Cutting Board Set,77.42,1,0.25,24.86
ORD-001013,3/2/2023,2023,3,Q1,Spring,CUST-07157,Female,New,Asia,Singapore,Beauty & Health,Supplements,Multivitamin Pack,50.77,1,0.2,89.32
ORD-001014,11/12/2023,2023,11,Q4,Fall,CUST-04134,Female,Regular,Middle East,Egypt,Books & Media,Software,Microsoft Office 365,205.11,9,0.05,14.07
ORD-001015,9/11/2022,2022,9,Q3,Fall,CUST-04246,Male,Regular,Europe,Italy,Home & Kitchen,Furniture,Bookshelf 5-Tier,470.16,3,0.05,39.47
ORD-001016,6/28/2022,2022,6,Q2,Summer,CUST-03010,Male,Regular,Europe,Italy,Beauty & Health,Supplements,Multivitamin Pack,40.95,2,0.25,32.47
ORD-001017,4/13/2023,2023,4,Q2,Spring,CUST-01331,Female,Regular,North America,Mexico,Electronics,Headphones,Samsung Galaxy Buds,348.29,8,0.5,67.74
ORD-001018,8/11/2023,2023,8,Q3,Summer,CUST-05268,Female,Regular,Middle East,UAE,Clothing,Women's Wear,Yoga Pants,39.9,1,0,12.64
ORD-001019,2/17/2022,2022,2,Q1,Winter,CUST-04550,Male,New,North America,Mexico,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,61.83,1,0.15,18.25
ORD-001020,8/3/2022,2022,8,Q3,Summer,CUST-01763,Female,Regular,Asia,Japan,Books & Media,Books,The Psychology of Money,37.99,1,0.2,24.27
ORD-001021,2/25/2024,2024,2,Q1,Winter,CUST-03090,Male,Regular,Europe,Italy,Electronics,Smartphones,Xiaomi 13,310.9,2,0,32.81
ORD-001022,6/3/2023,2023,6,Q2,Summer,CUST-07649,Female,New,Europe,Italy,Electronics,Headphones,Samsung Galaxy Buds,305.45,1,0.05,6.2
ORD-001023,3/6/2024,2024,3,Q1,Spring,CUST-05831,Female,New,Middle East,Kuwait,Beauty & Health,Supplements,Collagen Peptides,51.31,3,0.15,40.03
ORD-001024,11/14/2021,2021,11,Q4,Fall,CUST-03460,Female,Regular,Middle East,Jordan,Clothing,Men's Wear,Hoodie Sweatshirt,65.76,3,0.15,2.41
ORD-001025,6/20/2023,2023,6,Q2,Summer,CUST-04434,Female,Regular,Europe,UK,Books & Media,Books,The Psychology of Money,36.42,1,0.05,70.63
ORD-001026,4/7/2023,2023,4,Q2,Spring,CUST-02261,Female,VIP,Middle East,UAE,Clothing,Footwear,Vans Old Skool,192.27,2,0.5,5.25
ORD-001027,5/13/2022,2022,5,Q2,Spring,CUST-03346,Male,New,Asia,Singapore,Home & Kitchen,Appliances,Blender Pro,93.63,7,0.25,32.16
ORD-001028,2/25/2024,2024,2,Q1,Winter,CUST-02229,Female,VIP,North America,USA,Home & Kitchen,Appliances,Rice Cooker,118.33,3,0.2,16.94
ORD-001029,4/11/2023,2023,4,Q2,Spring,CUST-03704,Male,Regular,Middle East,Egypt,Clothing,Men's Wear,Classic T-Shirt,64.48,2,0,5.61
ORD-001030,9/13/2023,2023,9,Q3,Fall,CUST-07814,Female,Regular,Asia,India,Electronics,Smartphones,Samsung Galaxy S23,1010.59,2,0.2,79.67
ORD-001031,11/1/2021,2021,11,Q4,Fall,CUST-06447,Male,VIP,Europe,France,Books & Media,Software,Microsoft Office 365,168,2,0.3,10.9
ORD-001032,1/14/2024,2024,1,Q1,Winter,CUST-02218,Male,Regular,Europe,France,Home & Kitchen,Kitchen Tools,Cutting Board Set,54.64,2,0.2,60.53
ORD-001033,10/6/2021,2021,10,Q4,Fall,CUST-06887,Female,Premium,North America,Canada,Books & Media,Books,The Psychology of Money,13.23,4,0.25,84.39
ORD-001034,7/3/2022,2022,7,Q3,Summer,CUST-01257,Female,Premium,Europe,Italy,Books & Media,Software,Microsoft Office 365,225.99,1,0.5,30.35
ORD-001035,5/11/2022,2022,5,Q2,Spring,CUST-03052,Female,Regular,Asia,Japan,Beauty & Health,Supplements,Omega-3 Fish Oil,44.22,1,0.15,20.22
ORD-001036,12/2/2023,2023,12,Q4,Winter,CUST-06173,Female,Premium,Middle East,Saudi Arabia,Clothing,Men's Wear,Slim Fit Jeans,40.2,2,0.4,32.54
ORD-001037,7/7/2022,2022,7,Q3,Summer,CUST-05837,Male,Premium,Europe,France,Home & Kitchen,Furniture,Office Chair,134.39,5,0.3,76.54
ORD-001038,3/28/2024,2024,3,Q1,Spring,CUST-04887,Female,VIP,Middle East,UAE,Beauty & Health,Supplements,Collagen Peptides,79.79,5,0.25,6.71
ORD-001039,8/20/2022,2022,8,Q3,Summer,CUST-05347,Male,Regular,North America,USA,Clothing,Women's Wear,Yoga Pants,47.42,2,0.1,69.74
ORD-001040,9/24/2024,2024,9,Q3,Fall,CUST-07509,Female,New,Middle East,Kuwait,Clothing,Women's Wear,Summer Dress,74.76,4,0,2.13
ORD-001041,7/21/2021,2021,7,Q3,Summer,CUST-01116,Female,Regular,Europe,Italy,Beauty & Health,Skincare,Hyaluronic Acid,62.9,1,0.1,58.86
ORD-001042,4/13/2023,2023,4,Q2,Spring,CUST-02671,Male,Premium,Middle East,Egypt,Clothing,Women's Wear,Summer Dress,31.13,6,0.1,3.29
ORD-001043,6/16/2023,2023,6,Q2,Summer,CUST-02466,Male,VIP,North America,USA,Home & Kitchen,Kitchen Tools,Storage Container Set,101.27,2,0,21.98
ORD-001044,2/1/2022,2022,2,Q1,Winter,CUST-07607,Male,New,North America,Canada,Books & Media,Software,Photo Editing Suite,48.08,3,0.5,10.3
ORD-001045,1/28/2024,2024,1,Q1,Winter,CUST-07493,Female,Regular,Europe,Italy,Books & Media,Books,Atomic Habits,14.87,2,0.15,51.49
ORD-001046,12/18/2023,2023,12,Q4,Winter,CUST-05566,Female,Premium,North America,Mexico,Beauty & Health,Skincare,Moisturizing Cream,25.21,8,0.5,45.04
ORD-001047,7/6/2022,2022,7,Q3,Summer,CUST-07141,Male,Premium,Middle East,UAE,Home & Kitchen,Appliances,Air Fryer 5.5L,39.82,2,0.05,82.44
ORD-001048,10/17/2022,2022,10,Q4,Fall,CUST-06946,Female,Regular,Europe,Italy,Electronics,Laptops,MacBook Air M2,1729.83,4,0.3,6.43
ORD-001049,7/18/2023,2023,7,Q3,Summer,CUST-06700,Female,Premium,North America,USA,Home & Kitchen,Appliances,Blender Pro,175.01,3,0.2,83.24
ORD-001050,1/6/2024,2024,1,Q1,Winter,CUST-03684,Male,Regular,Middle East,Egypt,Home & Kitchen,Furniture,Office Chair,587.07,2,0.15,2.18
ORD-001051,5/11/2024,2024,5,Q2,Spring,CUST-07556,Male,Regular,Middle East,UAE,Books & Media,Books,Deep Work,13.4,2,0.1,37.29
ORD-001052,5/1/2022,2022,5,Q2,Spring,CUST-07162,Male,Regular,Middle East,Kuwait,Home & Kitchen,Kitchen Tools,Storage Container Set,138.25,3,0,55.02
ORD-001053,1/2/2024,2024,1,Q1,Winter,CUST-04325,Male,Regular,North America,USA,Home & Kitchen,Furniture,Office Chair,151.18,1,0,2.34
ORD-001054,3/3/2024,2024,3,Q1,Spring,CUST-02387,Male,Premium,North America,Mexico,Books & Media,Books,Atomic Habits,20.02,6,0,12.05
ORD-001055,10/5/2022,2022,10,Q4,Fall,CUST-02576,Female,Premium,Europe,UK,Books & Media,Software,Photo Editing Suite,202.77,9,0.05,3.69
ORD-001056,4/4/2022,2022,4,Q2,Spring,CUST-01011,Male,Premium,North America,Mexico,Books & Media,Software,Photo Editing Suite,86.16,1,0.05,4.04
ORD-001057,6/9/2022,2022,6,Q2,Summer,CUST-07102,Male,Regular,Europe,Germany,Home & Kitchen,Kitchen Tools,Knife Block Set,92.84,6,0.5,8.46
ORD-001058,9/16/2023,2023,9,Q3,Fall,CUST-02690,Female,Regular,Europe,UK,Clothing,Men's Wear,Formal Shirt,115.74,1,0.4,11.2
ORD-001059,3/22/2023,2023,3,Q1,Spring,CUST-02693,Female,Premium,Middle East,Jordan,Electronics,Headphones,Bose QC45,372.04,3,0.2,45.73
ORD-001060,12/19/2021,2021,12,Q4,Winter,CUST-07130,Female,New,North America,Canada,Clothing,Women's Wear,Maxi Skirt,143.29,5,0.2,3.27
ORD-001061,1/11/2024,2024,1,Q1,Winter,CUST-03483,Male,VIP,North America,Canada,Beauty & Health,Skincare,Sunscreen SPF50,21.26,2,0.1,13.8
ORD-001062,8/8/2024,2024,8,Q3,Summer,CUST-02793,Male,Regular,Europe,UK,Beauty & Health,Supplements,Omega-3 Fish Oil,25.43,2,0.05,39.36
ORD-001063,9/21/2024,2024,9,Q3,Fall,CUST-02976,Female,Regular,Middle East,Jordan,Books & Media,Software,Adobe Creative Cloud,82.52,3,0.5,5.94
ORD-001064,9/1/2023,2023,9,Q3,Fall,CUST-04940,Male,Regular,North America,Canada,Books & Media,Books,Rich Dad Poor Dad,39.32,1,0,6.54
ORD-001065,3/31/2024,2024,3,Q1,Spring,CUST-03006,Female,Regular,Middle East,UAE,Beauty & Health,Supplements,Omega-3 Fish Oil,53.1,2,0.5,5.77
ORD-001066,5/8/2022,2022,5,Q2,Spring,CUST-02894,Female,Regular,North America,Mexico,Home & Kitchen,Furniture,Bookshelf 5-Tier,356.89,1,0.25,6.55
ORD-001067,7/3/2023,2023,7,Q3,Summer,CUST-01299,Female,Regular,Europe,Germany,Beauty & Health,Skincare,Vitamin C Serum,64.48,2,0.3,26.55
ORD-001068,11/3/2023,2023,11,Q4,Fall,CUST-07480,Male,Regular,Europe,Spain,Electronics,Headphones,JBL Tune 760NC,341.43,6,0.05,6.4
ORD-001069,12/11/2021,2021,12,Q4,Winter,CUST-05774,Male,New,Europe,Italy,Books & Media,Books,Atomic Habits,37.79,3,0.25,55
ORD-001070,6/13/2022,2022,6,Q2,Summer,CUST-06466,Female,Regular,North America,Mexico,Beauty & Health,Supplements,Omega-3 Fish Oil,63.97,5,0.3,19.71
ORD-001071,1/25/2024,2024,1,Q1,Winter,CUST-02848,Male,Regular,Europe,Germany,Clothing,Footwear,Nike Air Max,159.87,2,0.05,73.04
ORD-001072,10/27/2023,2023,10,Q4,Fall,CUST-04068,Male,New,North America,USA,Home & Kitchen,Kitchen Tools,Cutting Board Set,127.69,1,0.2,5.02
ORD-001073,4/19/2023,2023,4,Q2,Spring,CUST-03180,Female,VIP,Asia,India,Beauty & Health,Skincare,Vitamin C Serum,71.15,4,0.05,3.83
ORD-001074,4/8/2023,2023,4,Q2,Spring,CUST-07008,Male,Regular,Asia,Japan,Books & Media,Books,Rich Dad Poor Dad,22.75,2,0.4,63.01
ORD-001075,5/9/2023,2023,5,Q2,Spring,CUST-01927,Female,Premium,Europe,UK,Beauty & Health,Supplements,Whey Protein 2kg,71.86,4,0,42.11
ORD-001076,12/9/2022,2022,12,Q4,Winter,CUST-01684,Female,New,Europe,UK,Clothing,Men's Wear,Chino Pants,33.88,1,0.05,8.62
ORD-001077,10/28/2023,2023,10,Q4,Fall,CUST-06724,Male,New,Asia,China,Home & Kitchen,Furniture,Bedside Table,365.43,4,0,44.09
ORD-001078,1/23/2022,2022,1,Q1,Winter,CUST-01245,Male,Regular,Middle East,Jordan,Beauty & Health,Skincare,Retinol Night Cream,67.67,1,0.3,40.44
ORD-001079,4/6/2022,2022,4,Q2,Spring,CUST-04596,Female,Regular,North America,Mexico,Electronics,Smartphones,iPhone 14,590.25,1,0.5,34.42
ORD-001080,3/31/2023,2023,3,Q1,Spring,CUST-02304,Male,New,North America,Mexico,Books & Media,Books,The Psychology of Money,39.65,3,0.15,87.63
ORD-001081,9/13/2023,2023,9,Q3,Fall,CUST-01330,Female,VIP,Middle East,Kuwait,Books & Media,Software,Antivirus Pro,132.96,3,0,9.71
ORD-001082,12/27/2022,2022,12,Q4,Winter,CUST-05342,Male,Premium,Middle East,UAE,Books & Media,Books,Atomic Habits,29.86,5,0.05,86.19
ORD-001083,4/19/2023,2023,4,Q2,Spring,CUST-07431,Female,Regular,Middle East,Egypt,Electronics,Laptops,Lenovo ThinkPad X1,883.62,8,0.1,10.49
ORD-001084,8/31/2023,2023,8,Q3,Summer,CUST-07327,Male,Regular,Asia,Singapore,Beauty & Health,Skincare,Retinol Night Cream,26.63,1,0.2,89.33
ORD-001085,10/2/2023,2023,10,Q4,Fall,CUST-06273,Male,New,North America,Mexico,Home & Kitchen,Appliances,Air Fryer 5.5L,263.62,1,0.1,8.92
ORD-001086,10/9/2023,2023,10,Q4,Fall,CUST-02159,Female,New,North America,Canada,Clothing,Footwear,Adidas Ultraboost,106.71,1,0.05,62.11
ORD-001087,5/26/2022,2022,5,Q2,Spring,CUST-07197,Male,Premium,Asia,Japan,Clothing,Footwear,Converse Chuck Taylor,146.78,5,0.5,20.62
ORD-001088,8/6/2022,2022,8,Q3,Summer,CUST-02283,Female,Premium,North America,Canada,Beauty & Health,Skincare,Vitamin C Serum,34.77,5,0.1,97.27
ORD-001089,10/8/2022,2022,10,Q4,Fall,CUST-06477,Male,VIP,Europe,France,Electronics,Laptops,Lenovo ThinkPad X1,2098.45,3,0.5,48.78
ORD-001090,10/15/2023,2023,10,Q4,Fall,CUST-07802,Female,Premium,North America,USA,Beauty & Health,Supplements,Omega-3 Fish Oil,48.34,2,0.3,10.53
ORD-001091,11/6/2022,2022,11,Q4,Fall,CUST-07267,Female,Regular,Middle East,Saudi Arabia,Beauty & Health,Skincare,Sunscreen SPF50,13,1,0.5,47.49
ORD-001092,8/11/2021,2021,8,Q3,Summer,CUST-04725,Female,Regular,Europe,Germany,Home & Kitchen,Kitchen Tools,Cutting Board Set,134.27,1,0,6.35
ORD-001093,9/15/2023,2023,9,Q3,Fall,CUST-02849,Male,Premium,Asia,China,Books & Media,Books,The Psychology of Money,27.8,7,0.5,32.15
ORD-001094,3/19/2024,2024,3,Q1,Spring,CUST-04335,Male,Regular,Middle East,Jordan,Electronics,Smartphones,Google Pixel 7,985.22,4,0.25,11.93
ORD-001095,12/29/2023,2023,12,Q4,Winter,CUST-03734,Female,VIP,Europe,Spain,Electronics,Smartphones,Google Pixel 7,396.07,3,0.2,8.67
ORD-001096,9/16/2022,2022,9,Q3,Fall,CUST-01624,Female,New,Asia,Japan,Books & Media,Books,Rich Dad Poor Dad,37.5,6,0.4,56.7
ORD-001097,9/28/2023,2023,9,Q3,Fall,CUST-02595,Male,Regular,Asia,Japan,Books & Media,Software,Adobe Creative Cloud,144.02,2,0.05,13.8
ORD-001098,2/11/2022,2022,2,Q1,Winter,CUST-06696,Female,Regular,Asia,India,Books & Media,Books,Atomic Habits,17.2,2,0.1,8.83
ORD-001099,4/9/2023,2023,4,Q2,Spring,CUST-05254,Male,Regular,Asia,South Korea,Beauty & Health,Skincare,Sunscreen SPF50,60.44,5,0.15,9.73
ORD-001100,6/23/2023,2023,6,Q2,Summer,CUST-01724,Male,Premium,Europe,France,Beauty & Health,Skincare,Vitamin C Serum,85.51,2,0,5.18
ORD-001101,8/31/2024,2024,8,Q3,Summer,CUST-01426,Female,New,Europe,Germany,Beauty & Health,Skincare,Sunscreen SPF50,85.22,1,0.05,94.87
